"Category","City","Country","Customer Name","Manufacturer","Order Date","Order ID","Postal Code","Product Name","Region","Segment","Ship Date","Ship Mode","State","Sub-Category","Discount","Number of Records","Profit","Profit Ratio","Quantity","Sales","Column22","Profit_Amount","Formatted_Order_Date","Sales_Amount","Profit_Amount:1","Formatted_Order_Date:1"
Office Supplies,Houston,United States,Christopher Conant,Other,"11/7/14",CA-2014-106691,77070,Zipper Ring Binder Pockets,Central,Consumer,"11/13/14",Standard Class,Texas,Binders,"80%",1,(US$2),-155%,2,US$1 ,"",-2,"2014-07-11",1,-2,"2014-07-11"
Office Supplies,Dallas,United States,Harry Greene,Other,"11/7/14",CA-2014-150504,75220,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Central,Consumer,"11/13/14",Standard Class,Texas,Storage,"20%",1,US$2 ,"10%",2,US$18 ,"",2,"2014-07-11",18,2,"2014-07-11"
Office Supplies,Portland,United States,Roger Barcio,Other,"11/7/14",US-2014-109484,97206,Flexible Leather- Look Classic Collection Ring Binder,West,Home Office,"11/13/14",Standard Class,Oregon,Binders,"70%",1,(US$4),-67%,1,US$6 ,"",-4,"2014-07-11",6,-4,"2014-07-11"
Furniture,Seattle,United States,Adam Bellavance,Hon,"11/7/14",CA-2014-107174,98105,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,West,Home Office,"11/14/14",Standard Class,Washington,Chairs,"20%",1,(US$73),-16%,2,US$450 ,"",-73,"2014-07-11",450,-73,"2014-07-11"
Furniture,Seattle,United States,Adam Bellavance,Hon,"11/7/14",CA-2014-107174,98105,Hon 5100 Series Wood Tables,West,Home Office,"11/14/14",Standard Class,Washington,Tables,"0%",1,US$367 ,"18%",7,"US$2,037 ","",367,"2014-07-11",2,367,"2014-07-11"
Office Supplies,Westfield,United States,Valerie Mitchum,Decoflex,"11/7/14",CA-2014-107720,7090,Decoflex Hanging Personal Folder File,East,Home Office,"11/14/14",Standard Class,New Jersey,Storage,"0%",1,US$12 ,"26%",3,US$46 ,"",12,"2014-07-11",46,12,"2014-07-11"
Technology,Seattle,United States,Adam Bellavance,SanDisk,"11/7/14",CA-2014-107174,98105,SanDisk Cruzer 64 GB USB Flash Drive,West,Home Office,"11/14/14",Standard Class,Washington,Accessories,"0%",1,US$33 ,"30%",3,US$109 ,"",33,"2014-07-11",109,33,"2014-07-11"
Office Supplies,Oklahoma City,United States,Erin Creighton,Storex,"11/8/14",CA-2014-163188,73120,Storex DuraTech Recycled Plastic Frosted Binders,Central,Consumer,"11/8/14",Same Day,Oklahoma,Binders,"0%",1,US$19 ,"50%",9,US$38 ,"",19,"2014-08-11",38,19,"2014-08-11"
Furniture,Clinton,United States,Katherine Nockton,Global,"11/8/14",CA-2014-113460,20735,Global Highback Leather Tilter in Burgundy,East,Corporate,"11/10/14",Second Class,Maryland,Chairs,"0%",1,US$44 ,"16%",3,US$273 ,"",44,"2014-08-11",273,44,"2014-08-11"
Office Supplies,Newark,United States,Pete Kriz,Holmes,"11/8/14",CA-2014-132346,19711,Holmes Odor Grabber,East,Consumer,"11/12/14",Standard Class,Delaware,Appliances,"0%",1,US$33 ,"33%",7,US$101 ,"",33,"2014-08-11",101,33,"2014-08-11"
Technology,New York City,United States,Frank Preis,Maxell,"11/8/14",CA-2014-113572,10024,Maxell CD-R Discs,East,Consumer,"11/12/14",Standard Class,New York,Accessories,"0%",1,US$3 ,"32%",4,US$8 ,"",3,"2014-08-11",8,3,"2014-08-11"
Office Supplies,San Francisco,United States,Tony Sayre,Avery,"11/8/14",CA-2014-152737,94122,Avery Self-Adhesive Photo Pockets for Polaroid Photos,West,Consumer,"11/13/14",Standard Class,California,Binders,"20%",1,US$8 ,"35%",4,US$22 ,"",8,"2014-08-11",22,8,"2014-08-11"
Technology,San Francisco,United States,Tony Sayre,Plantronics,"11/8/14",CA-2014-152737,94122,Plantronics Audio 995 Wireless Stereo Headset,West,Consumer,"11/13/14",Standard Class,California,Accessories,"0%",1,US$145 ,"33%",4,US$440 ,"",145,"2014-08-11",440,145,"2014-08-11"
Technology,Brentwood,United States,Deborah Brumfield,Anker,"11/8/14",CA-2014-122504,94513,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,West,Home Office,"11/13/14",Second Class,California,Accessories,"0%",1,US$14 ,"23%",3,US$60 ,"",14,"2014-08-11",60,14,"2014-08-11"
Technology,Brentwood,United States,Deborah Brumfield,Plantronics,"11/8/14",CA-2014-122504,94513,"Plantronics CS 50-USB - headset - Convertible, Monaural",West,Home Office,"11/13/14",Second Class,California,Phones,"20%",1,US$67 ,"9%",7,US$762 ,"",67,"2014-08-11",762,67,"2014-08-11"
Furniture,Philadelphia,United States,Emily Phan,Bevis,"11/8/14",CA-2014-149888,19120,Bevis Rectangular Conference Tables,East,Consumer,"11/14/14",Standard Class,Pennsylvania,Tables,"40%",1,(US$140),-40%,4,US$350 ,"",-140,"2014-08-11",350,-140,"2014-08-11"
Technology,Philadelphia,United States,Emily Phan,Jabra,"11/8/14",CA-2014-149888,19120,Jabra Supreme Plus Driver Edition Headset,East,Consumer,"11/14/14",Standard Class,Pennsylvania,Phones,"40%",1,(US$72),-20%,5,US$360 ,"",-72,"2014-08-11",360,-72,"2014-08-11"
Furniture,Baltimore,United States,Kean Nguyen,Howard Miller,"11/9/14",CA-2014-155621,21215,Howard Miller Distant Time Traveler Alarm Clock,East,Corporate,"11/14/14",Standard Class,Maryland,Furnishings,"0%",1,US$112 ,"41%",10,US$274 ,"",112,"2014-09-11",274,112,"2014-09-11"
Office Supplies,New York City,United States,Sharelle Roach,Panasonic,"11/9/14",CA-2014-143658,10035,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,East,Home Office,"11/14/14",Second Class,New York,Art,"0%",1,US$33 ,"30%",5,US$110 ,"",33,"2014-09-11",110,33,"2014-09-11"
Furniture,Sunnyvale,United States,Jennifer Braxton,Global,"11/10/14",CA-2014-158246,94086,"Global Leather Task Chair, Black",West,Corporate,"11/12/14",First Class,California,Chairs,"20%",1,(US$3),-1%,3,US$216 ,"",-3,"2014-10-11",216,-3,"2014-10-11"
Furniture,New York City,United States,Parhena Norris,Other,"11/10/14",CA-2014-161018,10009,"9-3/4 Diameter Round Wall Clock",East,Home Office,"11/12/14",Second Class,New York,Furnishings,"0%",1,US$41 ,"42%",7,US$97 ,"",41,"2014-10-11",97,41,"2014-10-11"
Office Supplies,Columbia,United States,Brian Moss,Wilson Jones,"11/10/14",CA-2014-152912,21044,Wilson Jones Turn Tabs Binder Tool for Ring Binders,East,Corporate,"11/13/14",Second Class,Maryland,Binders,"0%",1,US$4 ,"46%",2,US$10 ,"",4,"2014-10-11",10,4,"2014-10-11"
Office Supplies,Columbia,United States,Brian Moss,Other,"11/10/14",CA-2014-152912,21044,Adjustable Depth Letter/Legal Cart,East,Corporate,"11/13/14",Second Class,Maryland,Storage,"0%",1,US$158 ,"29%",3,US$544 ,"",158,"2014-10-11",544,158,"2014-10-11"
Office Supplies,Columbia,United States,Brian Moss,Other,"11/10/14",CA-2014-152912,21044,Adjustable Depth Letter/Legal Cart,East,Corporate,"11/13/14",Second Class,Maryland,Storage,"0%",1,US$474 ,"29%",9,"US$1,633 ","",474,"2014-10-11",1,474,"2014-10-11"
Technology,Columbia,United States,Brian Moss,Maxell,"11/10/14",CA-2014-152912,21044,Maxell iVDR EX 500GB Cartridge,East,Corporate,"11/13/14",Second Class,Maryland,Accessories,"0%",1,US$355 ,"43%",3,US$827 ,"",355,"2014-10-11",827,355,"2014-10-11"
Furniture,San Diego,United States,Jim Epp,Other,"11/10/14",CA-2014-119494,92105,"Lifetime Advantage Folding Chairs, 4/Carton",West,Corporate,"11/14/14",Standard Class,California,Chairs,"20%",1,US$52 ,"10%",3,US$523 ,"",52,"2014-10-11",523,52,"2014-10-11"
Technology,Jacksonville,United States,Peter McVee,Logitech,"11/10/14",CA-2014-159667,32216,Logitech G602 Wireless Gaming Mouse,South,Home Office,"11/14/14",Standard Class,Florida,Accessories,"20%",1,US$38 ,"20%",3,US$192 ,"",38,"2014-10-11",192,38,"2014-10-11"
Technology,Jacksonville,United States,Peter McVee,Motorola,"11/10/14",CA-2014-159667,32216,Motorola L703CM,South,Home Office,"11/14/14",Standard Class,Florida,Phones,"20%",1,US$31 ,"6%",4,US$499 ,"",31,"2014-10-11",499,31,"2014-10-11"
Furniture,Oceanside,United States,Joel Eaton,Eldon,"11/10/14",US-2014-141852,92054,Eldon Wave Desk Accessories,West,Consumer,"11/15/14",Standard Class,California,Furnishings,"0%",1,US$21 ,"44%",8,US$47 ,"",21,"2014-10-11",47,21,"2014-10-11"
Office Supplies,Coachella,United States,Matt Collister,SAFCO,"11/10/14",CA-2014-159597,92236,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",West,Corporate,"11/15/14",Standard Class,California,Storage,"0%",1,US$3 ,"5%",2,US$64 ,"",3,"2014-10-11",64,3,"2014-10-11"
Technology,Coachella,United States,Matt Collister,Razer,"11/10/14",CA-2014-159597,92236,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,West,Corporate,"11/15/14",Standard Class,California,Accessories,"0%",1,US$44 ,"44%",1,US$100 ,"",44,"2014-10-11",100,44,"2014-10-11"
Office Supplies,Riverside,United States,Thomas Brumley,Other,"11/11/14",CA-2014-162096,92503,"12 Colored Short Pencils",West,Home Office,"11/11/14",Same Day,California,Art,"0%",1,US$2 ,"27%",3,US$8 ,"",2,"2014-11-11",8,2,"2014-11-11"
Furniture,Tucson,United States,Ann Blume,Hon,"11/11/14",US-2014-155425,85705,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,West,Corporate,"11/12/14",First Class,Arizona,Chairs,"20%",1,(US$146),-16%,4,US$899 ,"",-146,"2014-11-11",899,-146,"2014-11-11"
Office Supplies,Tucson,United States,Ann Blume,Cardinal,"11/11/14",US-2014-155425,85705,Cardinal EasyOpen D-Ring Binders,West,Corporate,"11/12/14",First Class,Arizona,Binders,"70%",1,(US$26),-67%,14,US$38 ,"",-26,"2014-11-11",38,-26,"2014-11-11"
Technology,Tucson,United States,Ann Blume,Other,"11/11/14",US-2014-155425,85705,Case Logic 2.4GHz Wireless Keyboard,West,Corporate,"11/12/14",First Class,Arizona,Accessories,"20%",1,(US$36),-15%,6,US$240 ,"",-36,"2014-11-11",240,-36,"2014-11-11"
Technology,Tucson,United States,Ann Blume,Other,"11/11/14",US-2014-155425,85705,DYMO CardScan Personal V9 Business Card Scanner,West,Corporate,"11/12/14",First Class,Arizona,Machines,"70%",1,(US$64),-67%,2,US$96 ,"",-64,"2014-11-11",96,-64,"2014-11-11"
Technology,Tucson,United States,Ann Blume,Other,"11/11/14",US-2014-155425,85705,Adtran 1202752G1,West,Corporate,"11/12/14",First Class,Arizona,Phones,"20%",1,US$15 ,"8%",2,US$202 ,"",15,"2014-11-11",202,15,"2014-11-11"
Office Supplies,Seattle,United States,Nick Crebassa,GBC,"11/11/14",CA-2014-163874,98105,GBC Imprintable Covers,West,Corporate,"11/13/14",Second Class,Washington,Binders,"20%",1,US$10 ,"36%",3,US$26 ,"",10,"2014-11-11",26,10,"2014-11-11"
Office Supplies,Hollywood,United States,Daniel Raglin,GBC,"11/11/14",CA-2014-142671,33021,GBC VeloBinder Strips,South,Home Office,"11/15/14",Second Class,Florida,Binders,"70%",1,(US$8),-67%,5,US$12 ,"",-8,"2014-11-11",12,-8,"2014-11-11"
Furniture,Round Rock,United States,Edward Becker,Tenex,"11/11/14",CA-2014-161739,78664,Tenex Antistatic Computer Chair Mats,Central,Corporate,"11/16/14",Second Class,Texas,Furnishings,"60%",1,(US$427),-125%,5,US$342 ,"",-427,"2014-11-11",342,-427,"2014-11-11"
Office Supplies,New York City,United States,Frank Hawley,Fellowes,"11/11/14",CA-2014-104640,10024,Fellowes PB300 Plastic Comb Binding Machine,East,Corporate,"11/17/14",Standard Class,New York,Binders,"20%",1,US$314 ,"34%",3,US$931 ,"",314,"2014-11-11",931,314,"2014-11-11"
Technology,Modesto,United States,Gary Hwang,Memorex,"11/11/14",CA-2014-141138,95351,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,West,Consumer,"11/17/14",Standard Class,California,Accessories,"0%",1,US$44 ,"39%",7,US$112 ,"",44,"2014-11-11",112,44,"2014-11-11"
Technology,New York City,United States,Frank Hawley,Other,"11/11/14",CA-2014-104640,10024,Aastra 6757i CT Wireless VoIP phone,East,Corporate,"11/17/14",Standard Class,New York,Phones,"0%",1,US$125 ,"29%",2,US$431 ,"",125,"2014-11-11",431,125,"2014-11-11"
Furniture,Los Angeles,United States,Maria Etezadi,Global,"11/11/14",CA-2014-137624,90008,"Global Leather & Oak Executive Chair, Burgundy",West,Home Office,"11/18/14",Standard Class,California,Chairs,"20%",1,(US$36),-15%,2,US$241 ,"",-36,"2014-11-11",241,-36,"2014-11-11"
Office Supplies,Pasco,United States,Michael Chen,Eureka,"11/11/14",US-2014-128447,99301,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",West,Consumer,"11/18/14",Standard Class,Washington,Appliances,"0%",1,US$112 ,"28%",5,US$401 ,"",112,"2014-11-11",401,112,"2014-11-11"
Office Supplies,Pasco,United States,Michael Chen,GBC,"11/11/14",US-2014-128447,99301,GBC VeloBinder Manual Binding System,West,Consumer,"11/18/14",Standard Class,Washington,Binders,"20%",1,US$10 ,"35%",1,US$29 ,"",10,"2014-11-11",29,10,"2014-11-11"
Office Supplies,Garland,United States,Tamara Dahlen,Other,"11/12/14",CA-2014-150959,75043,Deluxe Heavy-Duty Vinyl Round Ring Binder,Central,Consumer,"11/14/14",First Class,Texas,Binders,"80%",1,(US$32),-175%,4,US$18 ,"",-32,"2014-12-11",18,-32,"2014-12-11"
Office Supplies,Garland,United States,Tamara Dahlen,Universal,"11/12/14",CA-2014-150959,75043,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Central,Consumer,"11/14/14",First Class,Texas,Labels,"20%",1,US$3 ,"33%",5,US$10 ,"",3,"2014-12-11",10,3,"2014-12-11"
Technology,Dallas,United States,Patrick Gardner,OtterBox,"11/12/14",US-2014-116491,75081,OtterBox Commuter Series Case - iPhone 5 & 5s,Central,Consumer,"11/14/14",First Class,Texas,Phones,"20%",1,US$12 ,"35%",2,US$35 ,"",12,"2014-12-11",35,12,"2014-12-11"
Furniture,Knoxville,United States,Michelle Huthwaite,Executive Impressions,"11/12/14",CA-2014-115448,37918,"Executive Impressions 14"" Contract Wall Clock",South,Consumer,"11/15/14",First Class,Tennessee,Furnishings,"20%",1,US$14 ,"16%",5,US$89 ,"",14,"2014-12-11",89,14,"2014-12-11"
Office Supplies,Aberdeen,United States,Jeremy Lonsdale,Acme,"11/12/14",CA-2014-167976,57401,Acme Titanium Bonded Scissors,Central,Consumer,"11/15/14",Second Class,South Dakota,Supplies,"0%",1,US$7 ,"26%",3,US$26 ,"",7,"2014-12-11",26,7,"2014-12-11"
Furniture,Los Angeles,United States,Thomas Brumley,DAX,"11/12/14",CA-2014-148985,90045,Dax Clear Box Frame,West,Home Office,"11/16/14",Second Class,California,Furnishings,"0%",1,US$12 ,"34%",4,US$35 ,"",12,"2014-12-11",35,12,"2014-12-11"
Office Supplies,Urbandale,United States,William Brown,Other,"11/12/14",CA-2014-120327,50322,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Central,Consumer,"11/17/14",Standard Class,Iowa,Fasteners,"0%",1,US$22 ,"47%",4,US$46 ,"",22,"2014-12-11",46,22,"2014-12-11"
Office Supplies,Los Angeles,United States,Guy Armstrong,Belkin,"11/12/14",CA-2014-110842,90036,Belkin 6 Outlet Metallic Surge Strip,West,Consumer,"11/17/14",Standard Class,California,Appliances,"0%",1,US$3 ,"26%",1,US$11 ,"",3,"2014-12-11",11,3,"2014-12-11"
Office Supplies,Los Angeles,United States,Guy Armstrong,Ibico,"11/12/14",CA-2014-110842,90036,Ibico Plastic Spiral Binding Combs,West,Consumer,"11/17/14",Standard Class,California,Binders,"20%",1,US$40 ,"33%",5,US$122 ,"",40,"2014-12-11",122,40,"2014-12-11"
Office Supplies,Los Angeles,United States,Guy Armstrong,Xerox,"11/12/14",CA-2014-110842,90036,Xerox 201,West,Consumer,"11/17/14",Standard Class,California,Paper,"0%",1,US$9 ,"48%",3,US$19 ,"",9,"2014-12-11",19,9,"2014-12-11"
Office Supplies,Fort Lauderdale,United States,Brenda Bowman,Hoover,"11/12/14",CA-2014-158561,33311,Hoover Upright Vacuum With Dirt Cup,South,Corporate,"11/17/14",Second Class,Florida,Appliances,"20%",1,US$130 ,"11%",5,"US$1,158 ","",130,"2014-12-11",1,130,"2014-12-11"
Office Supplies,New York City,United States,Meg Tillman,Belkin,"11/12/14",CA-2014-154137,10009,Belkin OmniView SE Rackmount Kit,East,Consumer,"11/18/14",Standard Class,New York,Storage,"0%",1,US$0 ,"0%",1,US$35 ,"",0,"2014-12-11",35,0,"2014-12-11"
Office Supplies,Milwaukee,United States,Catherine Glotzbach,Other,"11/12/14",CA-2014-143217,53209,Prestige Round Ring Binders,Central,Home Office,"11/18/14",Standard Class,Wisconsin,Binders,"0%",1,US$9 ,"47%",3,US$18 ,"",9,"2014-12-11",18,9,"2014-12-11"
Office Supplies,Detroit,United States,Emily Phan,Boston,"11/12/14",CA-2014-157483,48227,Boston 1799 Powerhouse Electric Pencil Sharpener,Central,Consumer,"11/19/14",Standard Class,Michigan,Art,"0%",1,US$51 ,"28%",7,US$182 ,"",51,"2014-12-11",182,51,"2014-12-11"
Office Supplies,Springfield,United States,Max Ludwig,Xerox,"11/12/14",CA-2014-143455,45503,Xerox 222,East,Home Office,"11/19/14",Standard Class,Ohio,Paper,"20%",1,US$4 ,"35%",2,US$10 ,"",4,"2014-12-11",10,4,"2014-12-11"
Furniture,Glendale,United States,Eugene Moren,Other,"11/13/14",CA-2014-134915,85301,Harbour Creations 67200 Series Stacking Chairs,West,Home Office,"11/13/14",Same Day,Arizona,Chairs,"20%",1,US$10 ,"9%",2,US$114 ,"",10,"2014-13-11",114,10,"2014-13-11"
Furniture,Glendale,United States,Eugene Moren,Tenex,"11/13/14",CA-2014-134915,85301,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",West,Home Office,"11/13/14",Same Day,Arizona,Furnishings,"20%",1,(US$6),-5%,2,US$114 ,"",-6,"2014-13-11",114,-6,"2014-13-11"
Office Supplies,Glendale,United States,Eugene Moren,Xerox,"11/13/14",CA-2014-134915,85301,Xerox 1978,West,Home Office,"11/13/14",Same Day,Arizona,Paper,"20%",1,US$8 ,"36%",5,US$23 ,"",8,"2014-13-11",23,8,"2014-13-11"
Technology,Newark,United States,Nat Gilpin,Jabra,"11/13/14",US-2014-116659,43055,Jabra SPEAK 410 Multidevice Speakerphone,East,Corporate,"11/13/14",Same Day,Ohio,Phones,"40%",1,(US$93),-25%,3,US$371 ,"",-93,"2014-13-11",371,-93,"2014-13-11"
Technology,Glendale,United States,Eugene Moren,Memorex,"11/13/14",CA-2014-134915,85301,Memorex Micro Travel Drive 8 GB,West,Home Office,"11/13/14",Same Day,Arizona,Accessories,"20%",1,US$13 ,"31%",4,US$42 ,"",13,"2014-13-11",42,13,"2014-13-11"
Technology,Glendale,United States,Eugene Moren,Other,"11/13/14",CA-2014-134915,85301,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,West,Home Office,"11/13/14",Same Day,Arizona,Phones,"20%",1,US$1 ,"9%",2,US$8 ,"",1,"2014-13-11",8,1,"2014-13-11"
Technology,Glendale,United States,Eugene Moren,Samsung,"11/13/14",CA-2014-134915,85301,Samsung Galaxy Mega 6.3,West,Home Office,"11/13/14",Same Day,Arizona,Phones,"20%",1,US$50 ,"8%",2,US$672 ,"",50,"2014-13-11",672,50,"2014-13-11"
Office Supplies,Lancaster,United States,Dennis Kane,SAFCO,"11/13/14",CA-2014-166835,17602,"SAFCO Commercial Wire Shelving, Black",East,Consumer,"11/15/14",Second Class,Pennsylvania,Storage,"20%",1,(US$55),-25%,2,US$221 ,"",-55,"2014-13-11",221,-55,"2014-13-11"
Office Supplies,Los Angeles,United States,Emily Phan,Xerox,"11/13/14",US-2014-125808,90032,Xerox 1899,West,Consumer,"11/16/14",Second Class,California,Paper,"0%",1,US$6 ,"49%",2,US$12 ,"",6,"2014-13-11",12,6,"2014-13-11"
Office Supplies,New York City,United States,Ed Braxton,Avery,"11/13/14",CA-2014-134978,10024,"Avery Durable Slant Ring Binders, No Labels",East,Corporate,"11/16/14",Second Class,New York,Binders,"20%",1,US$5 ,"34%",5,US$16 ,"",5,"2014-13-11",16,5,"2014-13-11"
Office Supplies,Los Angeles,United States,Jim Epp,Acco,"11/13/14",US-2014-136707,90036,Acco 3-Hole Punch,West,Corporate,"11/16/14",First Class,California,Binders,"20%",1,US$5 ,"35%",4,US$14 ,"",5,"2014-13-11",14,5,"2014-13-11"
Office Supplies,Longview,United States,Maria Bertelson,Fellowes,"11/13/14",CA-2014-149944,98632,Fellowes Superior 10 Outlet Split Surge Protector,West,Consumer,"11/17/14",Second Class,Washington,Appliances,"0%",1,US$22 ,"29%",2,US$76 ,"",22,"2014-13-11",76,22,"2014-13-11"
Office Supplies,Longview,United States,Maria Bertelson,Other,"11/13/14",CA-2014-149944,98632,Staples,West,Consumer,"11/17/14",Second Class,Washington,Fasteners,"0%",1,US$9 ,"50%",3,US$18 ,"",9,"2014-13-11",18,9,"2014-13-11"
Office Supplies,Seattle,United States,Christine Sundaresam,Dixon,"11/13/14",CA-2014-164364,98115,"Dixon Ticonderoga Maple Cedar Pencil, #2",West,Consumer,"11/17/14",Standard Class,Washington,Art,"0%",1,US$2 ,"25%",3,US$9 ,"",2,"2014-13-11",9,2,"2014-13-11"
Office Supplies,Seattle,United States,Christine Sundaresam,Avery,"11/13/14",CA-2014-164364,98115,Avery 483,West,Consumer,"11/17/14",Standard Class,Washington,Labels,"0%",1,US$5 ,"46%",2,US$10 ,"",5,"2014-13-11",10,5,"2014-13-11"
Office Supplies,Seattle,United States,Christine Sundaresam,Acme,"11/13/14",CA-2014-164364,98115,Acme Forged Steel Scissors with Black Enamel Handles,West,Consumer,"11/17/14",Standard Class,Washington,Supplies,"0%",1,US$8 ,"29%",3,US$28 ,"",8,"2014-13-11",28,8,"2014-13-11"
Office Supplies,Santa Clara,United States,David Bremer,Xerox,"11/13/14",CA-2014-160514,95051,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),West,Corporate,"11/17/14",Standard Class,California,Paper,"0%",1,US$5 ,"45%",2,US$11 ,"",5,"2014-13-11",11,5,"2014-13-11"
Technology,Tempe,United States,Don Jones,SanDisk,"11/13/14",US-2014-132220,85281,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,West,Corporate,"11/17/14",Standard Class,Arizona,Accessories,"20%",1,(US$11),-18%,6,US$62 ,"",-11,"2014-13-11",62,-11,"2014-13-11"
Office Supplies,Tallahassee,United States,Larry Blacks,Xerox,"11/13/14",CA-2014-154088,32303,Xerox 1968,South,Consumer,"11/18/14",Standard Class,Florida,Paper,"20%",1,US$9 ,"35%",5,US$27 ,"",9,"2014-13-11",27,9,"2014-13-11"
Office Supplies,Columbus,United States,Sylvia Foulston,Strathmore,"11/13/14",CA-2014-122644,43229,Strathmore Photo Mount Cards,East,Corporate,"11/18/14",Standard Class,Ohio,Paper,"20%",1,US$4 ,"33%",2,US$11 ,"",4,"2014-13-11",11,4,"2014-13-11"
Technology,Columbus,United States,Sylvia Foulston,Verbatim,"11/13/14",CA-2014-122644,43229,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",East,Corporate,"11/18/14",Standard Class,Ohio,Accessories,"20%",1,US$3 ,"16%",2,US$19 ,"",3,"2014-13-11",19,3,"2014-13-11"
